URL,title
/dirlist.php?dir=subtitles%2Fjapanese%2FAmagami_SS%2F,Amagami SS
/dirlist.php?dir=subtitles%2Fjapanese%2FAmagami_SS_Plus%2F,Amagami SS Plus
/dirlist.php?dir=subtitles%2Fjapanese%2FAmagi_Brilliant_Park%2F,Amagi Brilliant Park
/dirlist.php?dir=subtitles%2Fjapanese%2Fa+mischievous+kiss%2F,a mischievous kiss
/dirlist.php?dir=subtitles%2Fjapanese%2FAmnesia%2F,Amnesia
/dirlist.php?dir=subtitles%2Fjapanese%2FAndroid_Kikaider%2F,Android Kikaider
/dirlist.php?dir=subtitles%2Fjapanese%2FAngel+Beats%2F,Angel Beats
/dirlist.php?dir=subtitles%2Fjapanese%2FAnimation+Seisaku+Shinkou+Kuromi-chan%2F,Animation Seisaku Shinkou Kuromi-chan
/dirlist.php?dir=subtitles%2Fjapanese%2FAnimation+Seisaku+Shinkou+Kuromi-chan+2%2F,Animation Seisaku Shinkou Kuromi-chan 2
/dirlist.php?dir=subtitles%2Fjapanese%2FAnime+Mirai+2014%2F,Anime Mirai 2014
/dirlist.php?dir=subtitles%2Fjapanese%2FAnohana_The+Flower_We+Saw_That_Day%2F,Anohana The Flower We Saw That Day
/dirlist.php?dir=subtitles%2Fjapanese%2FAno+Natsu+de+Matteru%2F,Ano Natsu de Matteru
/dirlist.php?dir=subtitles%2Fjapanese%2FAnother%2F,Another
/dirlist.php?dir=subtitles%2Fjapanese%2FAo+Haru+Ride%2F,Ao Haru Ride
/dirlist.php?dir=subtitles%2Fjapanese%2FAoharu_x_Kikanjuu%2F,Aoharu x Kikanjuu
/dirlist.php?dir=subtitles%2Fjapanese%2FAoi+Blink%2F,Aoi Blink
/dirlist.php?dir=subtitles%2Fjapanese%2FAoi+Hana%2F,Aoi Hana
/dirlist.php?dir=subtitles%2Fjapanese%2FAoki+Hagane+no+Arpeggio%2F,Aoki Hagane no Arpeggio
/dirlist.php?dir=subtitles%2Fjapanese%2FAo+no+Kanata+no+Four+Rhythm%2F,Ao no Kanata no Four Rhythm
/dirlist.php?dir=subtitles%2Fjapanese%2FAoyama+Goushou+Tanpenshuu%2F,Aoyama Goushou Tanpenshuu
/dirlist.php?dir=subtitles%2Fjapanese%2FAo_No_Exorcist%2F,Ao No Exorcist
/dirlist.php?dir=subtitles%2Fjapanese%2FAppleseed%2F,Appleseed
/dirlist.php?dir=subtitles%2Fjapanese%2FAquarion_Evol%2F,Aquarion Evol
/dirlist.php?dir=subtitles%2Fjapanese%2FAraburu+Kisetsu+no+Otome-domo+yo%2F,Araburu Kisetsu no Otome-domo yo
/dirlist.php?dir=subtitles%2Fjapanese%2FArakawa+Under+the+Bridge%2F,Arakawa Under the Bridge
/dirlist.php?dir=subtitles%2Fjapanese%2FArakawa+Under+the+Bridge+2%2F,Arakawa Under the Bridge 2
/dirlist.php?dir=subtitles%2Fjapanese%2FArashi+no+Yoru+ni%2F,Arashi no Yoru ni
/dirlist.php?dir=subtitles%2Fjapanese%2FArashi+no+Yoru+ni+Himitsu+no+Tomodachi%2F,Arashi no Yoru ni Himitsu no Tomodachi
/dirlist.php?dir=subtitles%2Fjapanese%2FARIA+the+AVVENIRE%2F,ARIA the AVVENIRE
/dirlist.php?dir=subtitles%2Fjapanese%2FArifureta+Shokugyou+de+Sekai+Saikyou%2F,Arifureta Shokugyou de Sekai Saikyou
/dirlist.php?dir=subtitles%2Fjapanese%2FArslan+Senki+2%2F,Arslan Senki 2
/dirlist.php?dir=subtitles%2Fjapanese%2FArslan_Senki%2F,Arslan Senki
/dirlist.php?dir=subtitles%2Fjapanese%2Fas%2F,as
/dirlist.php?dir=subtitles%2Fjapanese%2FAsagao+to+Kase-san%2F,Asagao to Kase-san
/dirlist.php?dir=subtitles%2Fjapanese%2FAshita_He_Free_Kick%2F,Ashita He Free Kick
/dirlist.php?dir=subtitles%2Fjapanese%2FAshita_No_Joe%2F,Ashita No Joe
/dirlist.php?dir=subtitles%2Fjapanese%2FAshita_No_Joe_2%2F,Ashita No Joe 2
/dirlist.php?dir=subtitles%2Fjapanese%2FAssassination_Classroom%2F,Assassination Classroom
/dirlist.php?dir=subtitles%2Fjapanese%2FAstro+Boy+-+Tetsuwan+Atom+2003%2F,Astro Boy - Tetsuwan Atom 2003
/dirlist.php?dir=subtitles%2Fjapanese%2FAsura+The+Movie%2F,Asura The Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FAtashin%27chi%2F,Atashin'chi
/dirlist.php?dir=subtitles%2Fjapanese%2FAtom_the_Beginning%2F,Atom the Beginning
/dirlist.php?dir=subtitles%2Fjapanese%2FAttack+No.+1%2F,Attack No. 1
/dirlist.php?dir=subtitles%2Fjapanese%2FAura+Battler+Dunbine%2F,Aura Battler Dunbine
/dirlist.php?dir=subtitles%2Fjapanese%2FAvengers_Assemble%2F,Avengers Assemble
/dirlist.php?dir=subtitles%2Fjapanese%2FB%3A+The+Beginning%2F,B: The Beginning
/dirlist.php?dir=subtitles%2Fjapanese%2FBabel+II%2F,Babel II
/dirlist.php?dir=subtitles%2Fjapanese%2FBaby_Steps%2F,Baby Steps
/dirlist.php?dir=subtitles%2Fjapanese%2FBaccano%21%2F,Baccano!
/dirlist.php?dir=subtitles%2Fjapanese%2FBack+Street+Girls%3A+Gokudolls%2F,Back Street Girls: Gokudolls
/dirlist.php?dir=subtitles%2Fjapanese%2FBaja+no+Studio%2F,Baja no Studio
/dirlist.php?dir=subtitles%2Fjapanese%2FBaka+to+Test+to+Shoukanjuu%2F,Baka to Test to Shoukanjuu
/dirlist.php?dir=subtitles%2Fjapanese%2FBakemonogatari%2F,Bakemonogatari
/dirlist.php?dir=subtitles%2Fjapanese%2FBakemono+no+Ko%2F,Bakemono no Ko
/dirlist.php?dir=subtitles%2Fjapanese%2FBaki+%282018%29%2F,Baki (2018)
/dirlist.php?dir=subtitles%2Fjapanese%2FBakugan+Battle+Brawlers+Gundalian+Invaders%2F,Bakugan Battle Brawlers Gundalian Invaders
/dirlist.php?dir=subtitles%2Fjapanese%2FBakuman%2F,Bakuman
/dirlist.php?dir=subtitles%2Fjapanese%2FBakuon%21%21%2F,Bakuon!!
/dirlist.php?dir=subtitles%2Fjapanese%2FBakuryuu_Sentai_Abaranger%2F,Bakuryuu Sentai Abaranger
/dirlist.php?dir=subtitles%2Fjapanese%2FBakushou+Red+Beach%21%2F,Bakushou Red Beach!
/dirlist.php?dir=subtitles%2Fjapanese%2FBakuTech%21_Bakugan%2F,BakuTech! Bakugan
/dirlist.php?dir=subtitles%2Fjapanese%2FBallroom+e+Youkoso%2F,Ballroom e Youkoso
/dirlist.php?dir=subtitles%2Fjapanese%2FBanana+Fish%2F,Banana Fish
/dirlist.php?dir=subtitles%2Fjapanese%2FBarakamon%2F,Barakamon
/dirlist.php?dir=subtitles%2Fjapanese%2FBasilisk%2F,Basilisk
/dirlist.php?dir=subtitles%2Fjapanese%2FBatman+Ninja%2F,Batman Ninja
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle+Athletes+Victory%2F,Battle Athletes Victory
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Brave%2F,Battle Spirits Brave
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Burning_Soul%2F,Battle Spirits Burning Soul
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Double_Drive%2F,Battle Spirits Double Drive
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Heroes%2F,Battle Spirits Heroes
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Sword_Eyes%2F,Battle Spirits Sword Eyes
/dirlist.php?dir=subtitles%2Fjapanese%2FBattle_Spirits_Sword_Eyes_Gekitouden%2F,Battle Spirits Sword Eyes Gekitouden
/dirlist.php?dir=subtitles%2Fjapanese%2FBayonetta%3A+Bloody+Fate%2F,Bayonetta: Bloody Fate
/dirlist.php?dir=subtitles%2Fjapanese%2FBeast_Saga%2F,Beast Saga
/dirlist.php?dir=subtitles%2Fjapanese%2FBeatless%2F,Beatless
/dirlist.php?dir=subtitles%2Fjapanese%2FBeck%3A+Mongolian+Chop+Squad%2F,Beck: Mongolian Chop Squad
/dirlist.php?dir=subtitles%2Fjapanese%2FBeelzebub%2F,Beelzebub
/dirlist.php?dir=subtitles%2Fjapanese%2FBEM%2F,BEM
/dirlist.php?dir=subtitles%2Fjapanese%2FBEN_TO%2F,BEN TO
/dirlist.php?dir=subtitles%2Fjapanese%2FBerserk%2F,Berserk
/dirlist.php?dir=subtitles%2Fjapanese%2FBerserk+Ougon+Jidai+Hen%2F,Berserk Ougon Jidai Hen
/dirlist.php?dir=subtitles%2Fjapanese%2FBetterman%2F,Betterman
/dirlist.php?dir=subtitles%2Fjapanese%2FBeyblade+Burst+Chouzetsu%2F,Beyblade Burst Chouzetsu
/dirlist.php?dir=subtitles%2Fjapanese%2FBeyblade_Burst%2F,Beyblade Burst
/dirlist.php?dir=subtitles%2Fjapanese%2FBeyblade_Burst_God%2F,Beyblade Burst God
/dirlist.php?dir=subtitles%2Fjapanese%2FBig+Fish+and+Begonia%2F,Big Fish and Begonia
/dirlist.php?dir=subtitles%2Fjapanese%2FBig+Order%2F,Big Order
/dirlist.php?dir=subtitles%2Fjapanese%2FBinbou+Shimai+Monogatari%2F,Binbou Shimai Monogatari
/dirlist.php?dir=subtitles%2Fjapanese%2FBinzume+Yousei+Bottle+Fairy%2F,Binzume Yousei Bottle Fairy
/dirlist.php?dir=subtitles%2Fjapanese%2FBiohazard+Degeneration%2F,Biohazard Degeneration
/dirlist.php?dir=subtitles%2Fjapanese%2FBishoujo+Senshi+Sailor+Moon+Crystal%2F,Bishoujo Senshi Sailor Moon Crystal
/dirlist.php?dir=subtitles%2Fjapanese%2FBlack+Bullet%2F,Black Bullet
/dirlist.php?dir=subtitles%2Fjapanese%2FBlack+Jack+Final%2F,Black Jack Final
/dirlist.php?dir=subtitles%2Fjapanese%2FBlack+Lagoon%2F,Black Lagoon
/dirlist.php?dir=subtitles%2Fjapanese%2FBlack_Jack%2F,Black Jack
/dirlist.php?dir=subtitles%2Fjapanese%2FBlack_Rock_Shooter%2F,Black Rock Shooter
/dirlist.php?dir=subtitles%2Fjapanese%2FBlade_x_Soul%2F,Blade x Soul
/dirlist.php?dir=subtitles%2Fjapanese%2FBLAME%21%2F,BLAME!
/dirlist.php?dir=subtitles%2Fjapanese%2FBlazing+Transfer+Students%2F,Blazing Transfer Students
/dirlist.php?dir=subtitles%2Fjapanese%2FBleach%2F,Bleach
/dirlist.php?dir=subtitles%2Fjapanese%2FBlood%2B%2F,Blood+
/dirlist.php?dir=subtitles%2Fjapanese%2FBlood-C%2F,Blood-C
/dirlist.php?dir=subtitles%2Fjapanese%2FBlood-C+The+Movie+-+The+Last+Dark%2F,Blood-C The Movie - The Last Dark
/dirlist.php?dir=subtitles%2Fjapanese%2FBlood+The+Last+Vampire%2F,Blood The Last Vampire
/dirlist.php?dir=subtitles%2Fjapanese%2FBlue+Comet+SPT+Layzner%2F,Blue Comet SPT Layzner
/dirlist.php?dir=subtitles%2Fjapanese%2FBlue+Submarine+No.+6%2F,Blue Submarine No. 6
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku%2C+unmei+no+hito+desu%2F,"Boku, unmei no hito desu"
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku+dake+ga+Inai+Machi+%28resynced%29%2F,Boku dake ga Inai Machi (resynced)
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku+Dake+Ga+Inai+Machi+%28resynced%29%2F,Boku Dake Ga Inai Machi (resynced)
/dirlist.php?dir=subtitles%2Fjapanese%2Fboku+dake+ga+inai+machi%2F,boku dake ga inai machi
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku+no+Kanojo+ga+Majime+Sugiru+Shojo+Bitch+na+Ken%2F,Boku no Kanojo ga Majime Sugiru Shojo Bitch na Ken
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku+no+Son+Gokuu%2F,Boku no Son Gokuu
/dirlist.php?dir=subtitles%2Fjapanese%2FBokurano%2F,Bokurano
/dirlist.php?dir=subtitles%2Fjapanese%2FBokura_Wa_Minna_Kawaisou%2F,Bokura Wa Minna Kawaisou
/dirlist.php?dir=subtitles%2Fjapanese%2FBokutachi+wa+Benkyou+ga+Dekinai%2F,Bokutachi wa Benkyou ga Dekinai
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku_Dake_Ga_Inai_Machi%2F,Boku Dake Ga Inai Machi
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku_No_Hero_Academia%2F,Boku No Hero Academia
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku_Wa_Tomodachi_Ga_Sukunai%2F,Boku Wa Tomodachi Ga Sukunai
/dirlist.php?dir=subtitles%2Fjapanese%2FBoku_Wa_Tomodachi_Ga_Sukunai_Next%2F,Boku Wa Tomodachi Ga Sukunai Next
/dirlist.php?dir=subtitles%2Fjapanese%2FBoogiepop+wa+Warawanai+%282019%29%2F,Boogiepop wa Warawanai (2019)
/dirlist.php?dir=subtitles%2Fjapanese%2FBoogiepop+wa+Warawanai+-+Boogiepop+Phantom%2F,Boogiepop wa Warawanai - Boogiepop Phantom
/dirlist.php?dir=subtitles%2Fjapanese%2FBoruto_Naruto_Next_Generations%2F,Boruto Naruto Next Generations
/dirlist.php?dir=subtitles%2Fjapanese%2FBrave+10%2F,Brave 10
/dirlist.php?dir=subtitles%2Fjapanese%2FBrave+Story%2F,Brave Story
/dirlist.php?dir=subtitles%2Fjapanese%2FBrave+Witches%2F,Brave Witches
/dirlist.php?dir=subtitles%2Fjapanese%2FBrave_Beats%2F,Brave Beats
/dirlist.php?dir=subtitles%2Fjapanese%2FBrave_Raideen%2F,Brave Raideen
/dirlist.php?dir=subtitles%2Fjapanese%2FBrothers+Conflict%2F,Brothers Conflict
/dirlist.php?dir=subtitles%2Fjapanese%2FBtooom%21%2F,Btooom!
/dirlist.php?dir=subtitles%2Fjapanese%2FBubblegum+Crisis%2F,Bubblegum Crisis
/dirlist.php?dir=subtitles%2Fjapanese%2FBuddha+Saitan+-+The+Rebirth+of+Buddha%2F,Buddha Saitan - The Rebirth of Buddha
/dirlist.php?dir=subtitles%2Fjapanese%2FBuddy+Complex%2F,Buddy Complex
/dirlist.php?dir=subtitles%2Fjapanese%2FBungaku+Shoujo%2F,Bungaku Shoujo
/dirlist.php?dir=subtitles%2Fjapanese%2FBungou+Stray+Dogs%2F,Bungou Stray Dogs
/dirlist.php?dir=subtitles%2Fjapanese%2FBusou+Renkin%2F,Busou Renkin
/dirlist.php?dir=subtitles%2Fjapanese%2FBusou+Shoujo+Machiavellianism%2F,Busou Shoujo Machiavellianism
/dirlist.php?dir=subtitles%2Fjapanese%2FBusou_Shinki%2F,Busou Shinki
/dirlist.php?dir=subtitles%2Fjapanese%2FByousoku+5+Centimeter%2F,Byousoku 5 Centimeter
/dirlist.php?dir=subtitles%2Fjapanese%2FC+-+The+Money+of+Soul+and+Possibility+Control%2F,C - The Money of Soul and Possibility Control
/dirlist.php?dir=subtitles%2Fjapanese%2FCaligula%2F,Caligula
/dirlist.php?dir=subtitles%2Fjapanese%2FCampione%21%2F,Campione!
/dirlist.php?dir=subtitles%2Fjapanese%2FCannon+Busters%2F,Cannon Busters
/dirlist.php?dir=subtitles%2Fjapanese%2FCaptain+Harlock+%282013%29%2F,Captain Harlock (2013)
/dirlist.php?dir=subtitles%2Fjapanese%2FCardcaptor+Sakura%2F,Cardcaptor Sakura
/dirlist.php?dir=subtitles%2Fjapanese%2FCardcaptor+Sakura+Clear+Card+Hen%2F,Cardcaptor Sakura Clear Card Hen
/dirlist.php?dir=subtitles%2Fjapanese%2FCardcaptor+Sakura+Clear+Card+Hen+Prologue+Sakura+to+Futatsu+no+Kuma%2F,Cardcaptor Sakura Clear Card Hen Prologue Sakura to Futatsu no Kuma
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard%2F,Cardfight!! Vanguard
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard_Asia_Circuit_Hen%2F,Cardfight!! Vanguard Asia Circuit Hen
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard_G%2F,Cardfight!! Vanguard G
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard_G_NEXT%2F,Cardfight!! Vanguard G NEXT
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard_Legion_Mate_Hen%2F,Cardfight!! Vanguard Legion Mate Hen
/dirlist.php?dir=subtitles%2Fjapanese%2FCardfight%21%21_Vanguard_Link_Joker_Hen%2F,Cardfight!! Vanguard Link Joker Hen
/dirlist.php?dir=subtitles%2Fjapanese%2FCarole+%26+Tuesday%2F,Carole & Tuesday
/dirlist.php?dir=subtitles%2Fjapanese%2FChaos%3BHead%2F,Chaos;Head
/dirlist.php?dir=subtitles%2Fjapanese%2FCharlotte%2F,Charlotte
/dirlist.php?dir=subtitles%2Fjapanese%2FCheburashka+The+Movie+2010%2F,Cheburashka The Movie 2010
/dirlist.php?dir=subtitles%2Fjapanese%2FChi%27s+Sweet+Home%2F,Chi's Sweet Home
/dirlist.php?dir=subtitles%2Fjapanese%2FChiba+Pedal%2F,Chiba Pedal
/dirlist.php?dir=subtitles%2Fjapanese%2FChibi+Maruko-chan+%281990%29%2F,Chibi Maruko-chan (1990)
/dirlist.php?dir=subtitles%2Fjapanese%2FChibi_Maruko-chan%2F,Chibi Maruko-chan
/dirlist.php?dir=subtitles%2Fjapanese%2FChihayafuru%2F,Chihayafuru
/dirlist.php?dir=subtitles%2Fjapanese%2FChihayafuru+S2%2F,Chihayafuru S2
/dirlist.php?dir=subtitles%2Fjapanese%2FChio-chan+no+Tsuugakuro%2F,Chio-chan no Tsuugakuro
/dirlist.php?dir=subtitles%2Fjapanese%2FChobits%2F,Chobits
/dirlist.php?dir=subtitles%2Fjapanese%2FChoujinki_Metalder%2F,Choujinki Metalder
/dirlist.php?dir=subtitles%2Fjapanese%2FChoujin_Bibyun%2F,Choujin Bibyun
/dirlist.php?dir=subtitles%2Fjapanese%2FChoujuu_Sentai_Liveman%2F,Choujuu Sentai Liveman
/dirlist.php?dir=subtitles%2Fjapanese%2FChoukou_Senshi_Shanzerion%2F,Choukou Senshi Shanzerion
/dirlist.php?dir=subtitles%2Fjapanese%2FChousei+Kantai+Sazer-X%2F,Chousei Kantai Sazer-X
/dirlist.php?dir=subtitles%2Fjapanese%2FChouseishin+Gransazer%2F,Chouseishin Gransazer
/dirlist.php?dir=subtitles%2Fjapanese%2FChouyaku+Hakunin+Isshu+-+Utakoi%2F,Chouyaku Hakunin Isshu - Utakoi
/dirlist.php?dir=subtitles%2Fjapanese%2FChou_Soku_Henkei_Gyrozetter%2F,Chou Soku Henkei Gyrozetter
/dirlist.php?dir=subtitles%2Fjapanese%2FChuunibyou+demo+Koi+ga+Shitai%21%2F,Chuunibyou demo Koi ga Shitai!
/dirlist.php?dir=subtitles%2Fjapanese%2FChuunibyou+demo+Koi+ga+Shitai%21+Ren%2F,Chuunibyou demo Koi ga Shitai! Ren
/dirlist.php?dir=subtitles%2Fjapanese%2FChuunibyou+demo+Koi+ga+Shitai%21+The+Movie%2F,Chuunibyou demo Koi ga Shitai! The Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FChuunibyou+demo+Koi+ga+Shitai%21+The+Movie+2%2F,Chuunibyou demo Koi ga Shitai! The Movie 2
/dirlist.php?dir=subtitles%2Fjapanese%2FCitrus%2F,Citrus
/dirlist.php?dir=subtitles%2Fjapanese%2FCity+Hunter%2F,City Hunter
/dirlist.php?dir=subtitles%2Fjapanese%2FCity_Hunter%2F,City Hunter
/dirlist.php?dir=subtitles%2Fjapanese%2FClannad%2F,Clannad
/dirlist.php?dir=subtitles%2Fjapanese%2FClannad++Movie%2F,Clannad  Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FClannad_After_Story%2F,Clannad After Story
/dirlist.php?dir=subtitles%2Fjapanese%2FClassicaLoid%2F,ClassicaLoid
/dirlist.php?dir=subtitles%2Fjapanese%2FClassroom+Crisis%2F,Classroom Crisis
/dirlist.php?dir=subtitles%2Fjapanese%2FClaymore%2F,Claymore
/dirlist.php?dir=subtitles%2Fjapanese%2FClockwork_Planet%2F,Clockwork Planet
/dirlist.php?dir=subtitles%2Fjapanese%2FCobra_The_Animation%2F,Cobra The Animation
/dirlist.php?dir=subtitles%2Fjapanese%2FCodeBreaker%2F,CodeBreaker
/dirlist.php?dir=subtitles%2Fjapanese%2FCode+Geass+Boukoku+no+Akito%2F,Code Geass Boukoku no Akito
/dirlist.php?dir=subtitles%2Fjapanese%2FCode_Geass_Lelouch_Of_The_Rebellion%2F,Code Geass Lelouch Of The Rebellion
/dirlist.php?dir=subtitles%2Fjapanese%2FCode_Geass_Lelouch_Of_The_Rebellion_R2%2F,Code Geass Lelouch Of The Rebellion R2
/dirlist.php?dir=subtitles%2Fjapanese%2FColorful%2F,Colorful
/dirlist.php?dir=subtitles%2Fjapanese%2FControl%2F,Control
/dirlist.php?dir=subtitles%2Fjapanese%2FCop+Craft%2F,Cop Craft
/dirlist.php?dir=subtitles%2Fjapanese%2FCoppelion%2F,Coppelion
/dirlist.php?dir=subtitles%2Fjapanese%2FCorpse+Party%2F,Corpse Party
/dirlist.php?dir=subtitles%2Fjapanese%2FCowboy+Bebop%2F,Cowboy Bebop
/dirlist.php?dir=subtitles%2Fjapanese%2FCrayon_Shin-chan%2F,Crayon Shin-chan
/dirlist.php?dir=subtitles%2Fjapanese%2FCrayon_Shin-chan_%2F,Crayon Shin-chan 
/dirlist.php?dir=subtitles%2Fjapanese%2FCross+Ange+Tenshi+to+Ryuu+no+Rondo%2F,Cross Ange Tenshi to Ryuu no Rondo
/dirlist.php?dir=subtitles%2Fjapanese%2FCross_Fight_B-Daman%2F,Cross Fight B-Daman
/dirlist.php?dir=subtitles%2Fjapanese%2FCross_Fight_B-Daman_eS%2F,Cross Fight B-Daman eS
/dirlist.php?dir=subtitles%2Fjapanese%2FCross_Game%2F,Cross Game
/dirlist.php?dir=subtitles%2Fjapanese%2FCyborg+009%2F,Cyborg 009
/dirlist.php?dir=subtitles%2Fjapanese%2FDagashi_Kashi%2F,Dagashi Kashi
/dirlist.php?dir=subtitles%2Fjapanese%2FDaishizen+no+Majuu+Bagi%2F,Daishizen no Majuu Bagi
/dirlist.php?dir=subtitles%2Fjapanese%2FDanball_Senki%2F,Danball Senki
/dirlist.php?dir=subtitles%2Fjapanese%2FDanball_Senki_W%2F,Danball Senki W
/dirlist.php?dir=subtitles%2Fjapanese%2FDanball_Senki_Wars%2F,Danball Senki Wars
/dirlist.php?dir=subtitles%2Fjapanese%2FDanchi_Tomoo%2F,Danchi Tomoo
/dirlist.php?dir=subtitles%2Fjapanese%2FDanganronpa+Kibou+no+Gakuen+to+Zetsubou+no+Koukousei+The+Animation+%2F,Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation 
/dirlist.php?dir=subtitles%2Fjapanese%2FDanshi+Koukousei+no+Nichijou%2F,Danshi Koukousei no Nichijou
/dirlist.php?dir=subtitles%2Fjapanese%2FDantalian+no+Shoka%2F,Dantalian no Shoka
/dirlist.php?dir=subtitles%2Fjapanese%2FDareka+no+Manazashi%2F,Dareka no Manazashi
/dirlist.php?dir=subtitles%2Fjapanese%2FDarker_Than_Black%2F,Darker Than Black
/dirlist.php?dir=subtitles%2Fjapanese%2FDarker_Than_Black_Ryuusei_No_Gemini%2F,Darker Than Black Ryuusei No Gemini
/dirlist.php?dir=subtitles%2Fjapanese%2FDARLING+in+the+FRANXX%2F,DARLING in the FRANXX
/dirlist.php?dir=subtitles%2Fjapanese%2FDate+a+Live%2F,Date a Live
